s_m,x_m,y_m,z_ugr_m,radius_estimate_m,xy_method,geo_quality
7975.000,4357.039,-3475.514,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8000.000,4347.511,-3498.627,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8025.000,4337.881,-3521.698,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8050.000,4328.152,-3544.727,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8075.000,4318.325,-3567.715,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8100.000,4308.400,-3590.660,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8125.000,4298.379,-3613.564,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8150.000,4288.263,-3636.426,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8175.000,4278.053,-3659.246,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8200.000,4267.751,-3682.025,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8225.000,4257.356,-3704.761,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8250.000,4246.871,-3727.456,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8275.000,4236.296,-3750.109,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8300.000,4225.633,-3772.721,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8325.000,4214.881,-3795.291,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8350.000,4204.042,-3817.819,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8375.000,4193.118,-3840.306,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8400.000,4182.108,-3862.751,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8425.000,4171.014,-3885.155,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8450.000,4159.836,-3907.516,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8475.000,4148.575,-3929.837,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8500.000,4137.198,-3952.098,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8525.000,4125.634,-3974.262,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8550.000,4113.883,-3996.328,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8575.000,4101.948,-4018.296,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8600.000,4089.834,-4040.165,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8625.000,4077.544,-4061.935,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8650.000,4065.080,-4083.606,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8675.000,4052.445,-4105.178,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8700.000,4039.643,-4126.652,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8725.000,4026.676,-4148.026,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8750.000,4013.546,-4169.301,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8775.000,4000.257,-4190.476,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8800.000,3986.811,-4211.552,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8825.000,3973.210,-4232.528,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8850.000,3959.456,-4253.405,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8875.000,3945.551,-4274.181,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8900.000,3931.498,-4294.857,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8925.000,3917.299,-4315.433,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8950.000,3902.954,-4335.908,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
8975.000,3888.467,-4356.283,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9000.000,3873.838,-4376.556,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9025.000,3859.069,-4396.727,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9050.000,3844.162,-4416.796,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9075.000,3829.118,-4436.763,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9100.000,3813.939,-4456.627,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9125.000,3798.625,-4476.388,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9150.000,3783.177,-4496.044,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9175.000,3767.597,-4515.596,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9200.000,3751.886,-4535.042,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9225.000,3736.044,-4554.382,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9250.000,3720.073,-4573.615,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9275.000,3703.972,-4592.740,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9300.000,3687.742,-4611.755,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9325.000,3671.384,-4630.661,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9350.000,3654.898,-4649.455,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9375.000,3638.284,-4668.136,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9400.000,3621.543,-4686.702,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9425.000,3604.674,-4705.153,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9450.000,3587.677,-4723.486,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9475.000,3570.551,-4741.699,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9500.000,3553.297,-4759.791,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9525.000,3535.914,-4777.758,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9550.000,3518.401,-4795.599,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9575.000,3500.758,-4813.310,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9600.000,3482.982,-4830.889,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9625.000,3465.073,-4848.333,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9650.000,3447.030,-4865.637,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9675.000,3428.851,-4882.798,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9700.000,3410.533,-4899.811,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9725.000,3392.074,-4916.672,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9750.000,3373.473,-4933.375,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9775.000,3354.726,-4949.914,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9800.000,3335.829,-4966.282,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9825.000,3316.780,-4982.473,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9850.000,3297.574,-4998.476,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9875.000,3278.207,-5014.284,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9900.000,3258.672,-5029.886,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9925.000,3238.916,-5045.205,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9950.000,3218.879,-5060.155,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
9975.000,3198.560,-5074.718,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10000.000,3177.956,-5088.878,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10025.000,3157.070,-5102.616,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10050.000,3135.903,-5115.918,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10075.000,3114.458,-5128.767,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10100.000,3092.740,-5141.149,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10125.000,3070.756,-5153.050,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10150.000,3048.512,-5164.460,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10175.000,3026.018,-5175.368,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10200.000,3003.284,-5185.768,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10225.000,2980.323,-5195.654,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10250.000,2957.146,-5205.026,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10275.000,2933.768,-5213.883,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10300.000,2910.204,-5222.231,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10325.000,2886.467,-5230.077,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10350.000,2862.574,-5237.431,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10375.000,2838.539,-5244.308,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10400.000,2814.376,-5250.723,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10425.000,2790.101,-5256.698,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10450.000,2765.726,-5262.253,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10475.000,2741.265,-5267.413,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10500.000,2716.728,-5272.204,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10525.000,2692.128,-5276.654,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10550.000,2667.473,-5280.791,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10575.000,2642.772,-5284.646,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10600.000,2618.033,-5288.249,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10625.000,2593.263,-5291.631,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10650.000,2568.467,-5294.823,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10675.000,2543.652,-5297.856,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10700.000,2518.821,-5300.761,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10725.000,2493.980,-5303.568,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10750.000,2469.130,-5306.305,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10775.000,2444.276,-5309.003,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10800.000,2419.421,-5311.689,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10825.000,2394.567,-5314.388,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10850.000,2369.707,-5317.029,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10875.000,2344.834,-5319.549,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10900.000,2319.948,-5321.935,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10925.000,2295.049,-5324.173,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10950.000,2270.135,-5326.248,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
10975.000,2245.207,-5328.147,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11000.000,2220.266,-5329.856,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11025.000,2195.311,-5331.362,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11050.000,2170.345,-5332.652,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11075.000,2145.367,-5333.711,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11100.000,2120.381,-5334.529,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11125.000,2095.387,-5335.093,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11150.000,2070.389,-5335.390,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11175.000,2045.389,-5335.409,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11200.000,2020.391,-5335.139,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11225.000,1995.397,-5334.569,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11250.000,1970.413,-5333.689,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11275.000,1945.442,-5332.490,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11300.000,1920.489,-5330.963,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11325.000,1895.559,-5329.098,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11350.000,1870.657,-5326.890,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11375.000,1845.788,-5324.329,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11400.000,1820.959,-5321.412,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11425.000,1796.176,-5318.131,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11450.000,1771.444,-5314.483,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11475.000,1746.769,-5310.462,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11500.000,1722.159,-5306.068,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11525.000,1697.619,-5301.296,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11550.000,1673.155,-5296.145,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11575.000,1648.775,-5290.616,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11600.000,1624.483,-5284.707,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11625.000,1600.287,-5278.420,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11650.000,1576.192,-5271.757,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11675.000,1552.203,-5264.718,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11700.000,1528.327,-5257.308,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11725.000,1504.568,-5249.530,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11750.000,1480.931,-5241.388,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11775.000,1457.421,-5232.887,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11800.000,1434.046,-5224.021,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11825.000,1410.840,-5214.724,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11850.000,1387.808,-5205.002,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11875.000,1364.952,-5194.873,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11900.000,1342.271,-5184.358,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11925.000,1319.764,-5173.476,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11950.000,1297.427,-5162.249,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
11975.000,1275.256,-5150.698,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12000.000,1253.246,-5138.842,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12025.000,1231.392,-5126.702,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12050.000,1209.686,-5114.298,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12075.000,1188.122,-5101.650,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12100.000,1166.692,-5088.775,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12125.000,1145.388,-5075.693,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12150.000,1124.203,-5062.420,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12175.000,1103.127,-5048.974,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12200.000,1082.152,-5035.370,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12225.000,1061.270,-5021.625,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12250.000,1040.472,-5007.752,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12275.000,1019.751,-4993.765,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12300.000,999.097,-4979.679,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12325.000,978.503,-4965.505,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12350.000,957.962,-4951.256,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12375.000,937.464,-4936.944,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12400.000,917.004,-4922.578,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12425.000,896.574,-4908.169,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12450.000,876.167,-4893.727,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12475.000,855.777,-4879.262,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12500.000,835.398,-4864.781,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12525.000,815.023,-4850.294,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12550.000,794.648,-4835.808,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12575.000,774.267,-4821.330,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12600.000,753.874,-4806.869,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12625.000,733.466,-4792.429,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12650.000,713.038,-4778.018,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12675.000,692.585,-4763.641,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12700.000,672.104,-4749.305,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12725.000,651.591,-4735.015,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12750.000,631.043,-4720.775,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12775.000,610.456,-4706.590,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12800.000,589.829,-4692.466,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12825.000,569.157,-4678.405,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12850.000,548.440,-4664.414,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12875.000,527.673,-4650.494,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12900.000,506.857,-4636.649,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12925.000,485.987,-4622.884,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12950.000,465.064,-4609.202,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
12975.000,444.086,-4595.604,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13000.000,423.050,-4582.094,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13025.000,401.957,-4568.675,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13050.000,380.804,-4555.349,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13075.000,359.592,-4542.119,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13100.000,338.274,-4529.062,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13125.000,316.734,-4516.372,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13150.000,294.996,-4504.024,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13175.000,273.089,-4491.980,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13200.000,251.034,-4480.209,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13225.000,228.850,-4468.682,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13250.000,206.553,-4457.376,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13275.000,184.156,-4446.267,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13300.000,161.672,-4435.337,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13325.000,139.111,-4424.567,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13350.000,116.481,-4413.942,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13375.000,93.791,-4403.447,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13400.000,71.047,-4393.068,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13425.000,48.256,-4382.794,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13450.000,25.423,-4372.613,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13475.000,2.553,-4362.515,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13500.000,-20.348,-4352.489,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13525.000,-43.278,-4342.528,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13550.000,-66.231,-4332.621,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13575.000,-89.205,-4322.761,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13600.000,-112.195,-4312.941,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13625.000,-135.199,-4303.152,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13650.000,-158.214,-4293.388,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13675.000,-181.236,-4283.643,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13700.000,-204.263,-4273.908,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13725.000,-227.292,-4264.180,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13750.000,-250.321,-4254.450,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13775.000,-273.347,-4244.713,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13800.000,-296.368,-4234.964,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13825.000,-319.381,-4225.195,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13850.000,-342.383,-4215.403,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13875.000,-365.372,-4205.580,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13900.000,-388.346,-4195.721,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13925.000,-411.302,-4185.821,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13950.000,-434.238,-4175.873,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
13975.000,-457.150,-4165.872,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14000.000,-480.037,-4155.812,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14025.000,-502.895,-4145.688,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14050.000,-525.722,-4135.492,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14075.000,-548.513,-4125.219,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14100.000,-571.267,-4114.863,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14125.000,-593.980,-4104.417,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14150.000,-616.649,-4093.874,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14175.000,-639.268,-4083.227,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14200.000,-661.835,-4072.470,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14225.000,-684.346,-4061.594,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14250.000,-706.795,-4050.593,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14275.000,-729.178,-4039.457,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14300.000,-751.489,-4028.178,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14325.000,-773.723,-4016.748,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14350.000,-795.873,-4005.157,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14375.000,-817.934,-3993.395,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14400.000,-839.896,-3981.452,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14425.000,-861.753,-3969.316,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14450.000,-883.495,-3956.976,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14475.000,-905.113,-3944.420,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14500.000,-926.596,-3931.635,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14525.000,-947.933,-3918.605,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14550.000,-969.109,-3905.317,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14575.000,-990.110,-3891.755,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14600.000,-1010.920,-3877.901,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14625.000,-1031.520,-3863.737,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14650.000,-1051.891,-3849.245,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14675.000,-1072.008,-3834.403,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14700.000,-1091.845,-3819.190,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14725.000,-1111.374,-3803.582,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14750.000,-1130.560,-3787.555,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14775.000,-1149.366,-3771.083,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14800.000,-1167.747,-3754.139,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14825.000,-1185.656,-3736.697,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14850.000,-1203.036,-3718.728,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14875.000,-1219.824,-3700.204,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14900.000,-1235.947,-3681.100,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14925.000,-1251.325,-3661.392,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14950.000,-1265.870,-3641.060,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
14975.000,-1279.480,-3620.093,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15000.000,-1292.049,-3598.485,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15025.000,-1303.463,-3576.247,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15050.000,-1313.605,-3553.400,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15075.000,-1322.361,-3529.988,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15100.000,-1329.622,-3506.070,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15125.000,-1335.348,-3481.739,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15150.000,-1339.581,-3457.103,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15175.000,-1342.384,-3432.264,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15200.000,-1343.837,-3407.309,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15225.000,-1344.027,-3382.313,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15250.000,-1343.048,-3357.334,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15275.000,-1340.990,-3332.421,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15300.000,-1337.942,-3307.609,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15325.000,-1333.988,-3282.925,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15350.000,-1329.207,-3258.387,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15375.000,-1323.671,-3234.009,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15400.000,-1317.446,-3209.797,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15425.000,-1310.592,-3185.756,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15450.000,-1303.163,-3161.886,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15475.000,-1295.208,-3138.185,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15500.000,-1286.772,-3114.652,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15525.000,-1277.894,-3091.282,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15550.000,-1268.612,-3068.069,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15575.000,-1258.956,-3045.010,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15600.000,-1248.958,-3022.096,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15625.000,-1238.643,-2999.323,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15650.000,-1228.037,-2976.685,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15675.000,-1217.162,-2954.174,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
15700.000,-1206.038,-2931.785,,NaN,closed_catmull_rom_through_station_anchors,GEO_D
